"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","학년","성별","왕복오래달리기(회)","오래달리기걷기(초)","스텝검사(PEI)","앉아윗몸앞으로굽히기(cm)","종합유연성(점)","(무릎대고)팔굽혀펴기(회)","윗몸말아올리기(회)","악력(kg)","50m달리기(초)","제자리멀리뛰기(cm)","BMI(kg/㎡)","체지방률(%fat)","인원","%","인원","%","인원","%","인원","%","인원","%","검사인원수"
"충청남도교육청","충청남도청양교육지원청","충청남도 청양군","S120000828","화성중학교","03","공립","N","","2학년","남자","","9.17","","24.5","","34","","","","185.7","20.1","","0","0","2","66.7","1","33.3","0","0","0","0","3"
"충청남도교육청","충청남도청양교육지원청","충청남도 청양군","S120000828","화성중학교","03","공립","N","","2학년","여자","","8.15","","19.1","","34","","","","140.7","22.9","","0","0","2","66.7","0","0","1","33.3","0","0","3"
"충청남도교육청","충청남도청양교육지원청","충청남도 청양군","S120000828","화성중학교","03","공립","N","","3학년","남자","","7.49","","14.5","","22","","","","203","18.3","","0","0","1","100","0","0","0","0","0","0","1"
"충청남도교육청","충청남도청양교육지원청","충청남도 청양군","S120000828","화성중학교","03","공립","N","","3학년","여자","","7.41","","15.6","","22","","","","125","24.2","","0","0","1","25","2","50","1","25","0","0","4"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000868","고대중학교","03","공립","N","","1학년","남자","30.7","0.00","","11.3","","17.2","","","9","","24.5","","0","0","2","16.7","4","33.3","6","50","0","0","12"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000868","고대중학교","03","공립","N","","1학년","여자","22.1","0.00","","19","","25.3","","","10.2","","24.3","","1","14.3","2","28.6","3","42.9","0","0","1","14.3","7"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000868","고대중학교","03","공립","N","","2학년","남자","32.5","0.00","","14.8","","25.1","","","9.1","","24.3","","0","0","7","36.8","5","26.3","7","36.8","0","0","19"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000868","고대중학교","03","공립","N","","2학년","여자","26.3","0.00","","16.7","","23.6","","","9.5","","24.7","","0","0","2","28.6","4","57.1","1","14.3","0","0","7"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000868","고대중학교","03","공립","N","","3학년","남자","49.2","0.00","","14.2","","29.4","","","8.3","","25.6","","5","31.3","3","18.8","3","18.8","4","25","1","6.3","16"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000868","고대중학교","03","공립","N","","3학년","여자","21.3","0.00","","19.4","","28.9","","","9.2","","21.7","","0","0","7","58.3","4","33.3","1","8.3","0","0","12"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000870","당진중학교","03","공립","Y","코로나 확산으로 인한 원자료 PAPS 시스템 미사용","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000871","당진중학교대호지분교장","03","공립","Y","감염병 예방 및 등교 수업의 안정적 정착으로 제외처리","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000872","면천중학교","03","공립","N","","1학년","남자","","13.01","","7.1","","17.3","","","9.8","","19.2","","0","0","1","10","6","60","3","30","0","0","10"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000872","면천중학교","03","공립","N","","1학년","여자","","10.15","","10.2","","54.9","","","9.7","","21.2","","0","0","3","37.5","4","50","1","12.5","0","0","8"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000872","면천중학교","03","공립","N","","2학년","남자","","13.42","","6.7","","22.1","","","9.7","","21.8","","0","0","1","11.1","3","33.3","5","55.6","0","0","9"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000872","면천중학교","03","공립","N","","2학년","여자","","11.22","","17.3","","51.1","","","10.6","","21","","0","0","1","14.3","5","71.4","1","14.3","0","0","7"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000872","면천중학교","03","공립","N","","3학년","남자","","11.35","","7.1","","24","","","8.6","","24.5","","0","0","3","33.3","2","22.2","3","33.3","1","11.1","9"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000872","면천중학교","03","공립","N","","3학년","여자","","10.43","","15.8","","38.6","","","10","","19.8","","0","0","5","55.6","2","22.2","2","22.2","0","0","9"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000874","서야중학교","03","사립","Y","코로나19로 인한 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000875","석문중학교","03","사립","Y","2020학년도 감염병상황으로 건강체력평가 미실시(교육장승인)","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000876","송산중학교","03","공립","N","","1학년","남자","50.4","0.00","","8","","21.1","","","9","","21.3","","3","7.1","15","35.7","12","28.6","12","28.6","0","0","42"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000876","송산중학교","03","공립","N","","1학년","여자","31.5","0.00","","14.7","","16.6","","","10.1","","21.1","","1","3.3","10","33.3","15","50","3","10","1","3.3","30"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000876","송산중학교","03","공립","N","","2학년","남자","48.5","0.00","","9.8","","22.6","","","9","","23","","2","8","7","28","13","52","2","8","1","4","25"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000876","송산중학교","03","공립","N","","2학년","여자","31.7","0.00","","15","","23.5","","","10.2","","21.5","","1","3.7","12","44.4","11","40.7","3","11.1","0","0","27"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000876","송산중학교","03","공립","N","","3학년","남자","58.7","0.00","","7.8","","31.2","","","8.2","","22.6","","4","16.7","10","41.7","5","20.8","4","16.7","1","4.2","24"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000876","송산중학교","03","공립","N","","3학년","여자","35.8","0.00","","20.2","","26.8","","","10.2","","22","","4","12.9","10","32.3","15","48.4","2","6.5","0","0","31"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000877","송악중학교","03","사립","N","","1학년","남자","61.1","0.00","","9.4","","","","27.4","","173.3","21.8","","10","7.4","55","40.4","50","36.8","20","14.7","1",".7","136"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000877","송악중학교","03","사립","N","","1학년","여자","43","0.00","","15.4","","","","22.5","","138.6","21","","9","7","58","45.3","48","37.5","12","9.4","1",".8","128"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000877","송악중학교","03","사립","N","","2학년","남자","73.6","0.00","","11.4","","","","31.3","","173.5","22.3","","5","4.4","49","43","48","42.1","9","7.9","3","2.6","114"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000877","송악중학교","03","사립","N","","2학년","여자","47.5","0.00","","19.4","","","","23.9","","134.8","21","","5","4.9","57","55.9","36","35.3","4","3.9","0","0","102"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000877","송악중학교","03","사립","N","","3학년","남자","48.6","0.00","","13.1","","","","38.1","","205.7","22","","1","1","49","50.5","40","41.2","6","6.2","1","1","97"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000877","송악중학교","03","사립","N","","3학년","여자","26","0.00","","17.8","","","","26","","147.8","21.4","","1","1.2","38","44.7","39","45.9","7","8.2","0","0","85"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000878","순성중학교","03","공립","N","","1학년","남자","31.6","0.00","","13.5","","","","29.3","","168","26.1","","0","0","1","14.3","4","57.1","2","28.6","0","0","7"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000878","순성중학교","03","공립","N","","1학년","여자","25.7","0.00","","15.1","","","","24.6","","153.2","22.6","","0","0","4","36.4","7","63.6","0","0","0","0","11"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000878","순성중학교","03","공립","N","","2학년","남자","40.3","0.00","","12.7","","","","33.5","","198.6","23.1","","0","0","2","33.3","4","66.7","0","0","0","0","6"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000878","순성중학교","03","공립","N","","2학년","여자","22.6","0.00","53.9","18.6","","","","30.5","","145.6","24.2","","0","0","5","45.5","5","45.5","1","9.1","0","0","11"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000878","순성중학교","03","공립","N","","3학년","남자","47.8","0.00","","14.2","","","","43.1","","232.2","21.8","","0","0","6","75","2","25","0","0","0","0","8"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000878","순성중학교","03","공립","N","","3학년","여자","32","0.00","","14.6","","","","34.6","","182.3","24.6","","0","0","0","0","1","100","0","0","0","0","1"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000879","신평중학교","03","사립","N","","1학년","남자","","0.00","58.8","4.9","","","","29.9","","182","21.6","","1",".9","34","29.8","56","49.1","23","20.2","0","0","114"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000879","신평중학교","03","사립","N","","1학년","여자","","0.00","54.5","11.3","","","","24.1","","159.8","20.1","","0","0","28","30.1","56","60.2","9","9.7","0","0","93"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000879","신평중학교","03","사립","N","","2학년","남자","","0.00","57.4","7.4","","","","34.1","","135.4","22.5","","2","1.6","26","21","60","48.4","34","27.4","2","1.6","124"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000879","신평중학교","03","사립","N","","2학년","여자","","0.00","52.1","16","","","","24.9","","111","21.6","","1","1.1","22","23.2","49","51.6","23","24.2","0","0","95"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000879","신평중학교","03","사립","N","","3학년","남자","80","0.00","50.7","9.2","","","","40.5","","209.5","23","","2","2.2","29","31.5","44","47.8","15","16.3","2","2.2","92"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000879","신평중학교","03","사립","N","","3학년","여자","","0.00","49.1","11.7","","","","27","","155.7","21.9","","0","0","18","21.2","52","61.2","14","16.5","1","1.2","85"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000880","합덕여자중학교","03","공립","N","","1학년","여자","33.5","0.00","","16.6","","37.2","","","","148.5","21.5","","3","15","9","45","8","40","0","0","0","0","20"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000880","합덕여자중학교","03","공립","N","","2학년","여자","29.5","0.00","","15.2","","32.6","","","","137.3","20.9","","0","0","11","52.4","8","38.1","2","9.5","0","0","21"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000880","합덕여자중학교","03","공립","N","","3학년","여자","28.2","0.00","","16.1","","35.8","","","","162.4","22.6","","1","5.3","8","42.1","9","47.4","1","5.3","0","0","19"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000881","합덕중학교","03","공립","N","","1학년","남자","39.5","0.00","","9.1","","","","25.3","","161.9","22.2","","1","2.6","7","18.4","18","47.4","8","21.1","4","10.5","38"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000881","합덕중학교","03","공립","N","","2학년","남자","56","0.00","","11.7","","","","32.9","","197.5","23.3","","4","18.2","8","36.4","7","31.8","1","4.5","2","9.1","22"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000881","합덕중학교","03","공립","N","","3학년","남자","54.6","0.00","","9.8","","","","34.7","","187.5","20.8","","1","3.2","11","35.5","14","45.2","5","16.1","0","0","31"
"충청남도교육청","충청남도당진교육지원청","충청남도 당진시","S120000882","호서중학교","03","사립","Y","감염병 상황 등을 고려하여 미실시(교육장 승인)","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000929","고북중학교","03","공립","N","","1학년","남자","40.2","0.00","","11.2","","21.4","","","","172.2","23.8","","0","0","1","20","3","60","1","20","0","0","5"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000929","고북중학교","03","공립","N","","1학년","여자","22.2","0.00","","12.8","","16.8","","","","132","18.6","","0","0","2","40","3","60","0","0","0","0","5"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000929","고북중학교","03","공립","N","","2학년","남자","39","0.00","","9","","20","","40.6","","184","29","","0","0","3","50","0","0","2","33.3","1","16.7","6"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000929","고북중학교","03","공립","N","","2학년","여자","24.2","0.00","","18","","13.2","","","","137.2","19.9","","0","0","1","25","2","50","1","25","0","0","4"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000929","고북중학교","03","공립","N","","3학년","남자","46","0.00","","12","","15","","","","222.3","29.9","","0","0","1","33.3","2","66.7","0","0","0","0","3"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000929","고북중학교","03","공립","N","","3학년","여자","23.4","0.00","","14.4","","17","","","","132.9","22.3","","0","0","0","0","6","85.7","1","14.3","0","0","7"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000930","대산중학교","03","사립","N","","1학년","남자","34.5","0.00","","7","","33.3","","","","166.1","23","","1","2.9","10","28.6","17","48.6","6","17.1","1","2.9","35"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000930","대산중학교","03","사립","N","","1학년","여자","24.2","0.00","","14.8","","48.5","","","","144.5","23.5","","3","11.1","9","33.3","9","33.3","5","18.5","1","3.7","27"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000930","대산중학교","03","사립","N","","2학년","남자","38.9","0.00","","8.3","","33.4","","38.9","8","188.1","24.1","","3","13.6","6","27.3","9","40.9","2","9.1","2","9.1","22"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000930","대산중학교","03","사립","N","","2학년","여자","24.3","0.00","","15.7","","40.7","","","","162.9","22.6","","2","8.7","12","52.2","8","34.8","1","4.3","0","0","23"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000930","대산중학교","03","사립","N","","3학년","남자","42","0.00","","8.7","","25.2","","","","197.8","24.6","","2","8.3","6","25","9","37.5","5","20.8","2","8.3","24"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000930","대산중학교","03","사립","N","","3학년","여자","21","0.00","","14","","34.5","","","","148.8","24.4","","1","4.8","6","28.6","12","57.1","1","4.8","1","4.8","21"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000931","대철중학교","03","사립","Y","코로나19로 실시 하지 못함.","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000932","부석중학교","03","공립","N","","1학년","남자","34.4","0.00","","4.8","","","","27.2","","180.1","19.8","","0","0","3","42.9","3","42.9","1","14.3","0","0","7"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000932","부석중학교","03","공립","N","","1학년","여자","22.8","0.00","","17.7","","","","23.8","","156.3","23.7","","0","0","5","41.7","6","50","1","8.3","0","0","12"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000932","부석중학교","03","공립","N","","2학년","남자","40.7","0.00","","7.9","","","","37.6","","200.4","22.7","","0","0","5","50","4","40","0","0","1","10","10"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000932","부석중학교","03","공립","N","","2학년","여자","21.9","0.00","","10.8","","","","23.3","","147.3","23","","0","0","2","18.2","6","54.5","3","27.3","0","0","11"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000932","부석중학교","03","공립","N","","3학년","남자","51.5","0.00","","11.4","","","","40.9","","219.8","22.9","","1","7.7","5","38.5","7","53.8","0","0","0","0","13"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000932","부석중학교","03","공립","N","","3학년","여자","21.4","0.00","","15.2","","","","27","","164.7","23.5","","0","0","3","25","8","66.7","1","8.3","0","0","12"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000933","서령중학교","03","사립","Y","코로나로 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000934","서산부춘중학교","03","공립","N","","1학년","남자","35.4","0.00","","9.1","","","","29.1","","169","24","","7","7.9","16","18","39","43.8","24","27","3","3.4","89"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000934","서산부춘중학교","03","공립","N","","1학년","여자","24.5","0.00","","15.1","","","","23.9","","139.9","24.2","","1","1.3","30","40","34","45.3","10","13.3","0","0","75"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000934","서산부춘중학교","03","공립","N","","2학년","남자","40.1","0.00","","12.1","","","","33.9","","184.5","22.1","","4","5.2","23","29.9","34","44.2","14","18.2","2","2.6","77"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000934","서산부춘중학교","03","공립","N","","2학년","여자","23.2","0.00","","18.2","","","","23.2","","140.2","20.9","","3","3.8","21","26.3","46","57.5","10","12.5","0","0","80"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000934","서산부춘중학교","03","공립","N","","3학년","남자","48","0.00","","13.2","","","","38.2","","202.5","22.5","","5","7.6","25","37.9","28","42.4","6","9.1","2","3","66"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000934","서산부춘중학교","03","공립","N","","3학년","여자","21.3","0.00","","17.2","","","","25.2","","141.2","22.7","","0","0","23","39.7","26","44.8","5","8.6","4","6.9","58"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000935","서산여자중학교","03","공립","Y","코로나19로 인한 학생건강체력평가 생략 승인요청서 교육지원청 제출","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000937","서산중학교","03","공립","Y","2020학년도 감염병(코로나) 상황을 고려하여 충청남도교육감 승인을 받아 학생건강체력평가 미실시함","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000938","서일중학교","03","사립","Y","코로나19로 미실시로 인한 제외신청","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000939","성연중학교","03","공립","N","","1학년","남자","27.5","0.00","","8.3","","21.7","","25","","173","22.8","","4","7.8","14","27.5","14","27.5","17","33.3","2","3.9","51"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000939","성연중학교","03","공립","N","","1학년","여자","16.6","0.00","","13.7","","28.1","","","","128.3","22.1","","1","1.6","12","19.7","30","49.2","15","24.6","3","4.9","61"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000939","성연중학교","03","공립","N","","2학년","남자","34.4","0.00","","9.5","","34","","","","183.3","24","","3","9.7","9","29","16","51.6","3","9.7","0","0","31"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000939","성연중학교","03","공립","N","","2학년","여자","17.4","0.00","","17.6","","44.2","","","","138.8","22.3","","3","5.8","19","36.5","25","48.1","5","9.6","0","0","52"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000939","성연중학교","03","공립","N","","3학년","남자","41.6","0.00","","10.7","","24.4","","","","198.4","24.4","","4","14.3","8","28.6","7","25","7","25","2","7.1","28"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000939","성연중학교","03","공립","N","","3학년","여자","18.8","0.00","","21.7","","22.8","","","","140.9","22.5","","0","0","8","32","12","48","5","20","0","0","25"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000940","음암중학교","03","공립","N","","1학년","남자","36.4","0.00","","11.6","","","65","","8.9","","24.1","","2","10","6","30","6","30","5","25","1","5","20"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000940","음암중학교","03","공립","N","","1학년","여자","25.1","0.00","","16.8","","","40.2","","10.8","","23.1","","0","0","11","50","8","36.4","3","13.6","0","0","22"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000940","음암중학교","03","공립","N","","2학년","남자","38.9","0.00","","9.7","","","70.5","","8.8","","23.3","","3","11.1","9","33.3","8","29.6","6","22.2","1","3.7","27"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000940","음암중학교","03","공립","N","","2학년","여자","28.5","0.00","","19.7","","","77.3","","10.1","","23","","5","22.7","7","31.8","7","31.8","3","13.6","0","0","22"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000940","음암중학교","03","공립","N","","3학년","남자","54.5","0.00","","12.9","","","78.4","","7.9","","24.7","","2","18.2","5","45.5","2","18.2","2","18.2","0","0","11"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000940","음암중학교","03","공립","N","","3학년","여자","30.9","0.00","","19","","","55.8","","9.5","","23.2","","2","9.5","10","47.6","8","38.1","1","4.8","0","0","21"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000941","인지중학교","03","공립","Y","2020학년도 코로나19 감염병 상황으로 학생건강체력평가 미실시","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000943","팔봉중학교","03","사립","Y","감염병상황으로 실시생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000944","해미중학교","03","공립","N","","1학년","남자","","11.02","","13.2","","","98.5","","8.3","","22.5","","1","2.4","23","56.1","12","29.3","4","9.8","1","2.4","41"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000944","해미중학교","03","공립","N","","1학년","여자","","8.29","","16.4","","","52.8","","9.5","","20.9","","4","11.1","17","47.2","12","33.3","2","5.6","1","2.8","36"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000944","해미중학교","03","공립","N","","2학년","남자","","9.39","","13.4","","","92","","7.9","","21.8","","8","22.2","17","47.2","8","22.2","3","8.3","0","0","36"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000944","해미중학교","03","공립","N","","2학년","여자","","9.37","","15.8","","","56.9","","9.5","","20.7","","0","0","20","58.8","11","32.4","3","8.8","0","0","34"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000944","해미중학교","03","공립","N","","3학년","남자","","8.22","","14.4","","","86.3","","7.9","","22.1","","11","31.4","13","37.1","6","17.1","4","11.4","1","2.9","35"
"충청남도교육청","충청남도서산교육지원청","충청남도 서산시","S120000944","해미중학교","03","공립","N","","3학년","여자","","8.21","","17.1","","","41","","10.1","","22.1","","3","8.1","14","37.8","17","45.9","2","5.4","1","2.7","37"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000998","동강중학교","03","사립","N","","1학년","남자","54.4","0.00","","8.9","","","","29.3","","198.9","21.7","","0","0","5","71.4","2","28.6","0","0","0","0","7"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000998","동강중학교","03","사립","N","","1학년","여자","24.9","0.00","","14.1","","","","22.5","","166.6","21.5","","0","0","4","57.1","3","42.9","0","0","0","0","7"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000998","동강중학교","03","사립","N","","2학년","남자","30.8","0.00","","10.5","","","","33.4","","195.5","25.4","","1","12.5","1","12.5","3","37.5","3","37.5","0","0","8"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000998","동강중학교","03","사립","N","","2학년","여자","32","0.00","","19.8","","","","24.2","9.6","183.6","21.4","","1","11.1","6","66.7","2","22.2","0","0","0","0","9"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000998","동강중학교","03","사립","N","","3학년","남자","58.6","0.00","","12.3","","","","41","","219.6","23.1","","0","0","4","57.1","3","42.9","0","0","0","0","7"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000998","동강중학교","03","사립","N","","3학년","여자","27.2","0.00","","19.5","","","","25.5","","153.5","22.9","","1","10","3","30","6","60","0","0","0","0","10"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000999","비인중학교","03","공립","N","","1학년","남자","32.1","0.00","","9.4","","","37.3","","","174.3","21.8","","0","0","3","42.9","1","14.3","3","42.9","0","0","7"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000999","비인중학교","03","공립","N","","1학년","여자","19.7","0.00","","19.2","","","41.3","","","135","21.3","","0","0","2","66.7","1","33.3","0","0","0","0","3"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000999","비인중학교","03","공립","N","","2학년","남자","35","0.00","","-1","","","14","","","219","19.2","","0","0","0","0","1","100","0","0","0","0","1"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000999","비인중학교","03","공립","N","","2학년","여자","34.5","0.00","","20.5","","","47.5","","","175","22.4","","0","0","2","100","0","0","0","0","0","0","2"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000999","비인중학교","03","공립","N","","3학년","남자","58.9","0.00","","13.4","","","45.2","","","214.8","23.6","","0","0","6","75","1","12.5","1","12.5","0","0","8"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120000999","비인중학교","03","공립","N","","3학년","여자","32.8","0.00","","19.7","","","8.3","","","152.5","23","","0","0","1","16.7","4","66.7","1","16.7","0","0","6"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120001000","서림여자중학교","03","사립","N","","1학년","여자","","9.15","","15.5","","","","23.7","9.5","","21.7","","0","0","6","30","13","65","1","5","0","0","20"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120001000","서림여자중학교","03","사립","N","","2학년","여자","","10.04","","13.5","","","","26.2","10","","23.5","","0","0","5","18.5","17","63","5","18.5","0","0","27"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120001000","서림여자중학교","03","사립","N","","3학년","여자","38.1","0.00","","16","","","","28","9.6","","23.8","","2","7.4","11","40.7","12","44.4","2","7.4","0","0","27"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120001001","서면중학교","03","공립","Y","코로나19 감염병 예방 및 확산 방지를 위하여 교육감의 승인을 받아 학생건강체력평가 실시 생략 (관련: 체육건강과-12507, 2020.9.17.)","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120001002","서천여자중학교","03","공립","Y","2020학년도 학생건강체력평가 실시를 생략","","","","0.00","","","","","","","","","","","","","","","","","","","","",""
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120001003","서천중학교","03","공립","N","","1학년","남자","33.1","0.00","","8","","","","27","9.4","","23.5","","1","1.3","14","18.7","30","40","28","37.3","2","2.7","75"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120001003","서천중학교","03","공립","N","","2학년","남자","39.9","0.00","","7.5","","","","30.8","8.5","","24","","1","1.1","26","28.6","35","38.5","25","27.5","4","4.4","91"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120001003","서천중학교","03","공립","N","","3학년","남자","44.4","0.00","","9.1","","","","35.1","7.8","","23.8","","2","2.1","28","29.8","46","48.9","16","17","2","2.1","94"
"충청남도교육청","충청남도서천교육지원청","충청남도 서천군","S120001006","장항중학교","03","공립","N","","1학년","남자","46.9","0.00","","10.4","","","","27.7","9.2","","22.4","","0","0","18","40","16","35.6","10","22.2","1","2.2","45"
